plant_id,original_species_name,verbatim_scientific_name,canonical_candidate_name,authorship_candidate,canonical_lookup_key,family_name,common_name,classification,purpose,reference,detail_url,source_batch_id,raw_hash,species_name
269,Hyptis pectinata,Hyptis pectinata,Hyptis pectinata,,hyptis pectinata,Lamiaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Hyptis%20pectinata,knapsack_world_id_2026_04_17,0fc9538517ac2ffe60781af9d0dfae83d81cb8b8d6f4d71621bba15fe85eb04f,Hyptis pectinata
270,Hyptis suaveolens,Hyptis suaveolens,Hyptis suaveolens,,hyptis suaveolens,Lamiaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Hyptis%20suaveolens,knapsack_world_id_2026_04_17,413acfb1b5b5c0e2fe39e54e1fabcded04285e96b61614884fe8b5453f157d21,Hyptis suaveolens
271,Impatiens balsamina L.,Impatiens balsamina L.,Impatiens balsamina,L.,impatiens balsamina,Balsaminaceae,,plants,medicinal,"Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Impatiens%20balsamina,knapsack_world_id_2026_04_17,12ff8375965c70bdc974d8f6ee78f2c7ce7779e1828979313c24c99203227679,Impatiens balsamina L.
272,Imperata cylindrica,Imperata cylindrica,Imperata cylindrica,,imperata cylindrica,Poaceae,Japanese blood grass,"plants(survival food,beer,sweet juice)",medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Imperata%20cylindrica,knapsack_world_id_2026_04_17,3f9498c2a53962c5c7c0f0513720235a8d0f95763889d164c359fb42c0ac8a1b,Imperata cylindrica
273,Indigofera tinctoria L.,Indigofera tinctoria L.,Indigofera tinctoria,L.,indigofera tinctoria,Fabaceae,,plants,medicinal,"Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2005),Vol.2,ISBN 979-489-957-7. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Indigofera%20tinctoria,knapsack_world_id_2026_04_17,83d079507926e9a04333a5c0c7088279423e0cde178e676b83c0f3211267f878,Indigofera tinctoria L.
274,Intsia bijuga,Intsia bijuga,Intsia bijuga,,intsia bijuga,Fabaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Intsia%20bijuga,knapsack_world_id_2026_04_17,e0b6a05d92af7148bff7edd0ff7cd51eeb823056221430a31c1d6038c96bc768,Intsia bijuga
275,Ipomoea aquatica,Ipomoea aquatica,Ipomoea aquatica,,ipomoea aquatica,Convolvulaceae,water spinach | kang kong | water convolvulus,plants,medicinal,"高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ipomoea%20aquatica,knapsack_world_id_2026_04_17,2eec7924852efd9aea95547b948321f047565133611dca56d47d4eca9a213f84,Ipomoea aquatica
276,Ipomoea batatas L.,Ipomoea batatas L.,Ipomoea batatas,L.,ipomoea batatas,Convolvulaceae,,plants,medicinal,"Joshi, S.G.,Medicinal Plants,Mohan Primlani for Oxfor & IBH Publishing Co.Pvt.Ltd.,New Delhi (2003) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ipomoea%20batatas,knapsack_world_id_2026_04_17,3ba67b1bfcceaf113b99003d25c99dd095b181465aa3cdbeb60e9654dec45d98,Ipomoea batatas L.
277,Ipomoea cairica (L.) Sweet,Ipomoea cairica (L.) Sweet,Ipomoea cairica,(L.) Sweet,ipomoea cairica,Convolvulaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ipomoea%20cairica,knapsack_world_id_2026_04_17,ba57a4666ddda09e24398984d3b504d7b4df6b5907cd33bdea84060aa2e2304f,Ipomoea cairica (L.) Sweet
278,Ipomoea pes-caprae (L.) Sweet,Ipomoea pes-caprae (L.) Sweet,Ipomoea pes-caprae,(L.) Sweet,ipomoea pes caprae,Convolvulaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ipomoea%20pes-caprae,knapsack_world_id_2026_04_17,38bbfe79dc4ed22daa6e12cac958a50efed18fad5d174cbabc434f89c766c5a6,Ipomoea pes-caprae (L.) Sweet
279,Ipomoea reptans Poir.,Ipomoea reptans Poir.,Ipomoea reptans,Poir.,ipomoea reptans,Convolvulaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ipomoea%20reptans,knapsack_world_id_2026_04_17,993a066078d02782484ca6e39bc9663a177ddae809643f3a081af8b5dbdb669d,Ipomoea reptans Poir.
280,Ipomoea sp.,Ipomoea sp.,Ipomoea sp.,,ipomoea sp,Convolvulaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ipomoea%20sp.,knapsack_world_id_2026_04_17,4af3ec8ab4325671c1308a37a5f7d106b55ecb13f232215ba85c294f162b74cd,Ipomoea sp.
281,Isotoma longiflora,Isotoma longiflora,Isotoma longiflora,,isotoma longiflora,Campanulaceae,,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Isotoma%20longiflora,knapsack_world_id_2026_04_17,e7e0d6ff1720356cb56fcbc7396afbc32e174f0ed0aed7c1be8c3e22265d658d,Isotoma longiflora
282,Ixora chinensis Lamk,Ixora chinensis Lamk,Ixora chinensis,Lamk,ixora chinensis,Rubiaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ixora%20chinensis,knapsack_world_id_2026_04_17,88fb06a6dcfef307682216f1553efd46e49fbb371bb69421a6824eec22c450b9,Ixora chinensis Lamk
283,Jasminum officinale,Jasminum officinale,Jasminum officinale,,jasminum officinale,Oleaceae,Jasmine | Common jasmine | Jessamine,"plants(eaten,flavour,essential oil)",medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jasminum%20officinale,knapsack_world_id_2026_04_17,85815882c241195ad970d38961b875a977c42db668a746f59149e4a832a20dc1,Jasminum officinale
284,Jasminum sambac L.,Jasminum sambac L.,Jasminum sambac,L.,jasminum sambac,Oleaceae,,plants,medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jasminum%20sambac,knapsack_world_id_2026_04_17,c1f0778582d0d8a42a662c7bb2a3408669f8214354bb126db9befd9743a21941,Jasminum sambac L.
285,Jatropha curcas,Jatropha curcas,Jatropha curcas,,jatropha curcas,Euphorbiaceae,,plants,medicinal,"Medicinal Plants of the World by Ivan A.Ross,Vol.1,ISBN 1-58829-281-9.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jatropha%20curcas,knapsack_world_id_2026_04_17,dcf3aa15b1ed37968acaefd650f3f45749d7c437e041402b5cdc1bf2128369bb,Jatropha curcas
286,Jatropha gossypifolia L.,Jatropha gossypifolia L.,Jatropha gossypifolia,L.,jatropha gossypifolia,Euphorbiaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2009),Vol 6,ISBN 978-979-1480-19-2. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jatropha%20gossypifolia,knapsack_world_id_2026_04_17,8f02e6283655a904656c8e3a99f92870453ff06ea2ea1d08664a5b83c47fedb6,Jatropha gossypifolia L.
287,Jatropha gossypiifolia,Jatropha gossypiifolia,Jatropha gossypiifolia,,jatropha gossypiifolia,Euphorbiaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jatropha%20gossypiifolia,knapsack_world_id_2026_04_17,8713721e41973000f793302c93654ddcf16dfa30decc2190c670d6e58c312588,Jatropha gossypiifolia
288,Jatropha multifida L.,Jatropha multifida L.,Jatropha multifida,L.,jatropha multifida,Euphorbiaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jatropha%20multifida,knapsack_world_id_2026_04_17,d1f564b1e45a9bc04a26a97a2122f98d37d4eab0800c0a4e29800c514cd786a3,Jatropha multifida L.
289,Jatropha podagrica Hook.,Jatropha podagrica Hook.,Jatropha podagrica,Hook.,jatropha podagrica,Euphorbiaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2008),Vol 5,ISBN 978-979-1480-18-5. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Jatropha%20podagrica,knapsack_world_id_2026_04_17,c7e6ece84fd23fd91eda5855025705635690ace35aba604884a0fc6efa76f9aa,Jatropha podagrica Hook.
290,Juniperus sp.,Juniperus sp.,Juniperus sp.,,juniperus sp,Cupressaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Juniperus%20sp.,knapsack_world_id_2026_04_17,8eae3d30afa9cf9ec0ad396b7d24d3f67fbc44f009a6627acb56c172af04ff87,Juniperus sp.
291,Kaempferia galanga L.,Kaempferia galanga L.,Kaempferia galanga,L.,kaempferia galanga,Zingiberaceae,,plants,medicinal,"JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono Joshi, S.G.,Medicinal Plants,Mohan Primlani for Oxfor & IBH Publishing Co.Pvt.Ltd.,New Delhi (2003) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese] Roosita,J.Ethnopharmacol.,115,(2008),72 Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Kaempferia%20galanga,knapsack_world_id_2026_04_17,f8c6fb0540671a124a5f98cb6cf3317f75703b29ceaff0c55cfa936ccbc1a06a,Kaempferia galanga L.
292,Kaempferia rotunda,Kaempferia rotunda,Kaempferia rotunda,,kaempferia rotunda,Zingiberaceae,,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Kaempferia%20rotunda,knapsack_world_id_2026_04_17,f657fcf3c2a222878932469408b0f5613b16e6bfcb08ecaa0af8625a59fc57e0,Kaempferia rotunda
293,Kalanchoe daigremontiana DC.,Kalanchoe daigremontiana DC.,Kalanchoe daigremontiana,DC.,kalanchoe daigremontiana,Crassulaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Kalanchoe%20daigremontiana,knapsack_world_id_2026_04_17,37648b7bc3fda048843cb920da677a6cafda5bc076742189a3fcdf20df5f921b,Kalanchoe daigremontiana DC.
294,Kalanchoe pinnata,Kalanchoe pinnata,Kalanchoe pinnata,,kalanchoe pinnata,Crassulaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Kalanchoe%20pinnata,knapsack_world_id_2026_04_17,3e2bb282d04f7918428edf46f8ea3bf0910325c7edc397428dbc51a5cb5b705c,Kalanchoe pinnata
295,Kyllinga brevifolia Rottb.,Kyllinga brevifolia Rottb.,Kyllinga brevifolia,Rottb.,kyllinga brevifolia,Cyperaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Kyllinga%20brevifolia,knapsack_world_id_2026_04_17,0d4e4a3ecfc87f0a7616856848fd7c4ea2ea9ad7aa3adf92bf573be976afdb65,Kyllinga brevifolia Rottb.
296,Lactuca indica L.,Lactuca indica L.,Lactuca indica,L.,lactuca indica,Asteraceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lactuca%20indica,knapsack_world_id_2026_04_17,04398a40cf6fa9fcad1af118f195f2ca6efe35ab8c9cf4be81d9743438731642,Lactuca indica L.
297,Lagerstroemia indica L.,Lagerstroemia indica L.,Lagerstroemia indica,L.,lagerstroemia indica,Lythraceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2000),Vol 2,ISBN 979-661-065-5. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lagerstroemia%20indica,knapsack_world_id_2026_04_17,531caac21a1b64149c944244eeebcd92461ed77263406fe8fa7771e80b449cfb,Lagerstroemia indica L.
298,Lagerstroemia speciosa,Lagerstroemia speciosa,Lagerstroemia speciosa,,lagerstroemia speciosa,Lythraceae,Banaba,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lagerstroemia%20speciosa,knapsack_world_id_2026_04_17,3ce8489195bbc8455bcf781534e5371438079b6690d0c844cefbc994c257b975,Lagerstroemia speciosa
299,Lansium domesticum,Lansium domesticum,Lansium domesticum,,lansium domesticum,Meliaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lansium%20domesticum,knapsack_world_id_2026_04_17,27c3cafa4bd3d09ad94c14c640e0f70d3bbb1a1695b7e7748f685e678dab8f72,Lansium domesticum
300,Lantana camara L.,Lantana camara L.,Lantana camara,L.,lantana camara,Verbenaceae,,plants,medicinal,"Medicinal Plants of the World by Ivan A.Ross,Vol.1,ISBN 1-58829-281-9. Roosita,J.Ethnopharmacol.,115,(2008),72 Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lantana%20camara,knapsack_world_id_2026_04_17,7df4026318ffdc30a13947e2fd3951e8afdab65810fd4125f9f21d5896ed1e1f,Lantana camara L.
301,Lantana trifolia L.,Lantana trifolia L.,Lantana trifolia,L.,lantana trifolia,Verbenaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lantana%20trifolia,knapsack_world_id_2026_04_17,0d8b0e57f4a5f3e8a327463c54d6f3e32e40410d7130a58e570dcff867ec9009,Lantana trifolia L.
302,Laurentia longiflora (L.) Petermann,Laurentia longiflora (L.) Petermann,Laurentia longiflora,(L.) Petermann,laurentia longiflora,Campanulaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Laurentia%20longiflora,knapsack_world_id_2026_04_17,08cd9ee03b6cfab22df0ed25e306dfb0a0f3c05c07735a2dd7d6f0fd1e67743e,Laurentia longiflora (L.) Petermann
303,Lawsonia inermis L.,Lawsonia inermis L.,Lawsonia inermis,L.,lawsonia inermis,Lythraceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lawsonia%20inermis,knapsack_world_id_2026_04_17,d5f60102e40db3d96ac6fa3e609bb7558132195df0f40795726275aef48fc30a,Lawsonia inermis L.
304,Leonurus heterophyllus Sweet.,Leonurus heterophyllus Sweet.,Leonurus heterophyllus,Sweet.,leonurus heterophyllus,Lamiaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Leonurus%20heterophyllus,knapsack_world_id_2026_04_17,1371d21cbfd62fbeb3122f45eff54b4d363245c61de297cafd402dedfab1b47a,Leonurus heterophyllus Sweet.
305,Leonurus sibiricus L.,Leonurus sibiricus L.,Leonurus sibiricus,L.,leonurus sibiricus,Lamiaceae,Chinese motherwort,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Leonurus%20sibiricus,knapsack_world_id_2026_04_17,3a17ed2dd01aead25eeed30988dd19209969b37ab0b284c7736e8672b262956e,Leonurus sibiricus L.
306,Lepidium sativum L.,Lepidium sativum L.,Lepidium sativum,L.,lepidium sativum,Brassicaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Lepidium%20sativum,knapsack_world_id_2026_04_17,38b553e7a2aeec919018ada28565a63e003b190c70b0b16278cedc272839b706,Lepidium sativum L.
307,Leptospermum flavescens,Leptospermum flavescens,Leptospermum flavescens,,leptospermum flavescens,Myrtaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Leptospermum%20flavescens,knapsack_world_id_2026_04_17,230904271604b0bed77be00532766f9480322571e4e19b6433fcf48243250740,Leptospermum flavescens
308,Leucaena glauca (L.) Benth.,Leucaena glauca (L.) Benth.,Leucaena glauca,(L.) Benth.,leucaena glauca,Fabaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2009),Vol 6,ISBN 978-979-1480-19-2. Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese] Tanaman Obat Tradisional by Thomas A.N.S. (1992),Vol.2,ISBN 979-413-809-6. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2005),Vol.2,ISBN 979-489-957-7.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Leucaena%20glauca,knapsack_world_id_2026_04_17,e4dba28957933164d4a4fcf2b63c665f49f7577c61af8b2289a199cf15b54a63,Leucaena glauca (L.) Benth.
309,Leucaena leucocephala (Lamp.) de Wit.,Leucaena leucocephala (Lamp.) de Wit.,Leucaena leucocephala,(Lamp.) de Wit.,leucaena leucocephala,Fabaceae,,plants,medicinal,"Tanaman Obat Tradisional by Thomas A.N.S. (1992),Vol.2,ISBN 979-413-809-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Leucaena%20leucocephala,knapsack_world_id_2026_04_17,71098af7abb009d72d3528eb0323d8df11dae7c7f11da8d462f0c955ae3f727d,Leucaena leucocephala (Lamp.) de Wit.
310,Litsea cubeba Pers.,Litsea cubeba Pers.,Litsea cubeba,Pers.,litsea cubeba,Lauraceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Litsea%20cubeba,knapsack_world_id_2026_04_17,e9b0f24f81e7fcaa22816cd62cc78606096f4d2b3c0ee5eb1a7e9652e8f90f38,Litsea cubeba Pers.
311,Litsea glutinosa (L.) C. D. Robins.,Litsea glutinosa (L.) C. D. Robins.,Litsea glutinosa,(L.) C. D. Robins.,litsea glutinosa,Lauraceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Litsea%20glutinosa,knapsack_world_id_2026_04_17,15b22ee085f3e9e7e6694aa25c52a092a958ac96ba9623380b30befad7d96eea,Litsea glutinosa (L.) C. D. Robins.
312,Ludwigia octovalvis,Ludwigia octovalvis,Ludwigia octovalvis,,ludwigia octovalvis,Onagraceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Ludwigia%20octovalvis,knapsack_world_id_2026_04_17,f9c49c1352b154e7b35a090672d5d99c31335b6d6b4f5e37701b2fb89a68c6e0,Ludwigia octovalvis
313,Luffa cylindrica (L.) Roem.,Luffa cylindrica (L.) Roem.,Luffa cylindrica,(L.) Roem.,luffa cylindrica,Cucurbitaceae,Luffa | Loofah | Loofa | Sponge gourd | Dishcloth gourd,plants(vegetables),medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2000),Vol 2,ISBN 979-661-065-5. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Luffa%20cylindrica,knapsack_world_id_2026_04_17,314d0c18f63c7119e75d211532e27bf6e40f340d08b9ae224039512ae77702c6,Luffa cylindrica (L.) Roem.
314,Luvunga sarmentosa (Bl.) Kurz,Luvunga sarmentosa (Bl.) Kurz,Luvunga sarmentosa,(Bl.) Kurz,luvunga sarmentosa,Rutaceae,,plants,medicinal,"Lien,Phytochem.,60,(2002),747",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Luvunga%20sarmentosa,knapsack_world_id_2026_04_17,d5dad4d76d7f4dd34cd3b1c9c17ad3d3246c42d7ea2f6cf9fb8a24ae54368dae,Luvunga sarmentosa (Bl.) Kurz
315,Madhuca indica Gmel.,Madhuca indica Gmel.,Madhuca indica,Gmel.,madhuca indica,Sapotaceae,,plants,medicinal,"Abani,(2007),Medicinal Plants & Their Uses(2)Published(2007) by ABOSARBangladesh). ISBN 984-415-220-8",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Madhuca%20indica,knapsack_world_id_2026_04_17,a9a3657c1b318ace8696a2bcc2360ce286165d8ed19012346fc2bb3c3d1af61a,Madhuca indica Gmel.
316,Mallotus philippensis,Mallotus philippensis,Mallotus philippensis,,mallotus philippensis,Euphorbiaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Mallotus%20philippensis,knapsack_world_id_2026_04_17,efee10c2922c62a58e1d0a78982f3d494ef988773a236ddb873266c2c2c1df6b,Mallotus philippensis
317,Malus sylvestris Mill.,Malus sylvestris Mill.,Malus sylvestris,Mill.,malus sylvestris,Rosaceae,,plants,medicinal,"Tanaman Obat Tradisional by Thomas A.N.S. (1992),Vol.2,ISBN 979-413-809-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Malus%20sylvestris,knapsack_world_id_2026_04_17,5eba45d4ee4b0ba0911f42faebb796bd78182bc4c18102f384e98b96fd5bf31a,Malus sylvestris Mill.
318,Manihot esculenta,Manihot esculenta,Manihot esculenta,,manihot esculenta,Euphorbiaceae,,"plants(flour,condiment,alcholic beverage)",medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Manihot%20esculenta,knapsack_world_id_2026_04_17,aafc4793928fc26b1ebc9cb14eb0b0ddb11dd8bd15ac6ad9aa5ca899cbae3b36,Manihot esculenta
319,Manihot utilissima,Manihot utilissima,Manihot utilissima,,manihot utilissima,Euphorbiaceae,,"plants(flour,condiment,alcholic beverage)",medicinal,"高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Manihot%20utilissima,knapsack_world_id_2026_04_17,c39b4eaeeb33d5865a14e41350451cda0309c5b300070a41fbd8df5ab219e48e,Manihot utilissima
320,Manilkara zapota (L.) van Royen,Manilkara zapota (L.) van Royen,Manilkara zapota,(L.) van Royen,manilkara zapota,Sapotaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Manilkara%20zapota,knapsack_world_id_2026_04_17,48b973da28c7a7cdf796df140d51e92bc154ef054631d50e68048afb56628a49,Manilkara zapota (L.) van Royen
